,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,PPI,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
652,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.2,11608867,166.0,0,0,0,0,0,0
653,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,9542326,141.0,0,0,1,0,0,0
654,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,1.86,2921611,141.0,0,0,500,0,0,0
655,Toshiba,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.0,8519122,141.0,1,0,500,0,0,0
656,Dell,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,2.2,7358119,141.0,0,0,0,0,0,0
657,Dell,Notebook,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.2,9087589,141.0,0,0,2,0,0,0
658,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.31,9575971,141.0,1,0,1,0,0,0
659,Dell,Gaming,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,25199984,127.0,1,0,1,0,0,0
660,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.56,9840205,157.0,0,0,0,0,0,0
661,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,3354784,141.0,0,0,500,0,0,0
662,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.2,4283587,141.0,0,0,500,0,0,0
663,HP,Notebook,Intel Core i3,6,1TB HDD,AMD Radeon,Windows 10,2.04,4315620,141.0,0,0,1,0,0,0
664,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,11904061,127.0,0,0,1,0,0,0
665,Toshiba,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,3987318,141.0,0,0,0,0,0,0
666,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.06,7646334,141.0,0,0,1,0,0,0
667,HP,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.1,5965005,141.0,0,0,1,0,0,0
668,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.0,10072406,141.0,1,0,0,0,0,0
669,Acer,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Linux,2.1,3298770,141.0,0,0,0,0,0,0
671,Lenovo,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,1.9,6549041,141.0,0,0,1,0,0,0
672,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,8278869,166.0,1,1,0,0,0,0
673,Lenovo,Notebook,AMD E-Series,4,128GB SSD,AMD Radeon,Windows 10,2.2,2794371,141.0,0,0,0,0,0,0
674,HP,2 in 1 Convertible,Intel Core i3,4,128GB SSD,Nvidia GeForce,Windows 10,1.63,5596706,157.0,1,1,0,0,0,0
675,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,10360621,141.0,0,0,1,0,0,0
676,Asus,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,9087589,157.0,0,0,0,0,0,0
677,HP,2 in 1 Convertible,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.4,3963338,190.0,0,1,0,0,0,64
679,Acer,Gaming,Intel Core i5,16,256GB SSD,Nvidia GeForce,Windows 10,2.5,10400708,141.0,0,0,0,0,0,0
680,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,7989848,141.0,0,0,0,0,0,0
681,Asus,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.86,3354784,141.0,0,0,0,0,0,0
682,Dell,Gaming,Intel Core i5,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,16421638,141.0,0,0,1,0,0,0
683,HP,Notebook,Intel Core i3,4,256GB SSD,AMD Radeon,Windows 10,2.5,5596706,127.0,1,0,0,0,0,0
684,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,1.19,12002042,166.0,1,1,0,0,0,0
685,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.49,22528738,141.0,0,0,1,0,0,0
686,HP,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,1.86,4904936,141.0,0,0,500,0,0,0
687,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.2,4369040,141.0,0,0,1,0,0,0
688,HP,Notebook,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.65,4555785,127.0,1,0,2,0,0,0
689,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,2546153,141.0,0,0,500,0,0,0
690,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.45,3002501,157.0,0,0,0,0,0,32
691,Lenovo,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.7,5596706,157.0,0,0,0,0,0,0
692,HP,Workstation,Intel Core i7,8,500GB HDD,Nvidia Quadro,Windows 10,3.14,15276652,127.0,0,0,500,0,0,0
693,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.42,20737258,157.0,0,1,0,0,0,0
694,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,7790487,166.0,1,0,0,0,0,0
695,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.4,2153784,190.0,0,0,0,0,0,32
696,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.38,14003709,157.0,0,1,0,0,0,0
697,Asus,2 in 1 Convertible,Other Intel Processor,4,64GB Flash Storage,Intel HD,Chrome OS,1.2,5356452,176.0,0,1,0,0,0,64
698,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.36,15028524,166.0,0,1,0,0,0,0
699,HP,Notebook,Intel Core i7,4,500GB HDD,AMD Radeon,Windows 10,2.1,5516621,141.0,1,0,500,0,0,0
700,Dell,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.56,6557452,141.0,0,0,1,0,0,0
701,Lenovo,Notebook,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,2.2,3194704,141.0,0,0,0,0,0,0
702,Lenovo,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.2,3434869,141.0,0,0,1,0,0,0
703,Lenovo,Notebook,Intel Core i5,4,1TB HDD +  1TB HDD,Intel HD,Windows 10,2.1,4975714,141.0,0,0,2,0,0,0
704,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,1.9,3603002,141.0,0,0,500,0,0,0
705,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.18,6365339,141.0,0,0,0,0,0,0
706,Acer,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.6,7998707,166.0,1,1,0,0,0,0
707,Lenovo,Workstation,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.18,14852338,141.0,0,0,0,0,0,0
708,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.8,9535973,157.0,0,0,0,0,0,0
709,HP,Notebook,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.71,5244423,127.0,1,0,2,0,0,0
710,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,10000374,141.0,1,0,1,0,0,0
711,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Linux,1.64,8719289,157.0,0,0,0,0,0,0
712,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Linux,1.98,5812800,141.0,0,0,1,0,0,0
713,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,2385984,157.0,0,0,0,0,0,32
714,Dell,Notebook,Intel Core i5,16,512GB SSD,Intel HD,Windows 10,1.93,11422838,141.0,0,0,0,0,0,0
715,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.87,6862311,157.0,1,0,0,0,0,0
716,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,9439872,141.0,0,0,0,0,0,0
717,Lenovo,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.19,2385984,141.0,0,0,500,0,0,0
719,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,9608004,127.0,0,0,0,0,0,0
720,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.17,13504411,157.0,1,0,0,0,0,0
721,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.58,6698383,166.0,1,1,0,0,0,0
722,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,12002042,157.0,1,0,0,0,0,0
723,Dell,Gaming,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,29299600,127.0,0,0,1,0,0,0
724,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,10796836,127.0,0,0,1,0,0,0
725,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Intel HD,No OS,1.9,3922445,141.0,0,0,1,0,0,0
726,Dell,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.2,5756785,141.0,0,0,1,0,0,0
727,Dell,2 in 1 Convertible,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,1.71,5196372,166.0,0,1,1,0,0,0
728,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Linux,2.32,4720070,141.0,0,0,1,0,0,0
729,HP,Notebook,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,2.1,3915287,141.0,0,0,1,0,0,0
730,Acer,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,15492925,127.0,1,0,1,0,0,0
731,Dell,Notebook,Intel Core i5,12,1TB HDD,Intel HD,Windows 10,2.25,5196372,141.0,0,0,1,0,0,0
732,HP,Notebook,AMD A-Series,6,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,5204336,141.0,0,0,1,0,0,0
733,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.4,4475700,141.0,0,0,500,0,0,0
734,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.44,7686421,166.0,1,0,0,0,0,0
735,Lenovo,Notebook,Intel Core i7,4,1TB HDD,Intel HD,Windows 10,1.85,6237203,141.0,0,0,1,0,0,0
736,HP,Workstation,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows 10,2.6,19368125,141.0,0,0,0,0,0,0
737,Dell,2 in 1 Convertible,Intel Core i5,8,1TB HDD,Intel UHD,Windows 10,1.55,5276367,166.0,0,1,1,0,0,0
738,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.8,16769805,141.0,0,0,1,0,0,0
739,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.4,3289106,141.0,0,0,500,0,0,0
740,Dell,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.0,9664019,141.0,0,0,1,0,0,0
741,Dell,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,2.0,5324418,141.0,0,0,0,0,0,0
742,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.25,12290257,157.0,1,1,0,0,0,0
743,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,7998707,157.0,0,1,0,0,0,0
744,Lenovo,Workstation,Intel Core i7,16,1TB SSD,Nvidia Quadro,Windows 10,2.5,26414049,141.0,1,0,0,0,0,0
745,Acer,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Chrome OS,1.68,2642165,157.0,0,0,0,0,0,32
747,HP,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,1.86,4315620,141.0,0,0,0,0,0,0
748,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,9021195,157.0,0,0,0,0,0,0
749,HP,Workstation,Other Intel Processor,16,256GB SSD,Nvidia Quadro,Windows 7,3.0,35141301,127.0,1,0,0,0,0,0
750,Lenovo,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.4,3803168,190.0,0,1,0,0,0,0
751,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.84,15212674,141.0,0,0,0,0,0,0
752,Asus,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,No OS,2.45,4635869,141.0,0,0,1,0,0,0
753,Lenovo,Ultrabook,Intel Core i5,4,180GB SSD,Intel HD,Windows 10,1.7,8775304,157.0,0,0,0,0,0,0
754,Asus,Notebook,Intel Core i7,4,256GB SSD,Intel HD,Windows 10,2.37,6804865,141.0,0,0,0,0,0,0
755,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,9600041,166.0,1,1,0,0,0,0
756,HP,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,8799374,141.0,1,0,1,0,0,0
757,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.59,12498387,141.0,0,0,0,0,0,0
758,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,22971037,141.0,1,0,1,0,0,0
759,Acer,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.1,4796039,141.0,0,0,0,0,0,0
760,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,8390987,141.0,1,0,1,0,0,0
761,Dell,Ultrabook,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.18,14884372,176.0,0,0,0,0,0,0
763,Asus,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,9039538,166.0,1,0,0,0,0,0
764,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.65,6797706,166.0,0,0,500,0,0,0
765,Acer,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.6,5244333,166.0,0,0,0,0,0,0
766,Asus,Notebook,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,3765855,127.0,0,0,1,0,0,0
767,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.72,8799374,141.0,1,1,1,0,0,0
769,Acer,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.1,2385984,141.0,0,0,1,0,0,0
770,Dell,Notebook,Intel Core i7,16,256GB SSD,AMD Radeon,Windows 10,2.3,9458036,141.0,0,0,0,0,0,0
772,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.75,8166840,157.0,1,0,0,0,0,0
773,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,8799374,141.0,0,0,1,0,0,0
774,HP,Ultrabook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,9960287,176.0,0,0,0,0,0,0
775,Asus,2 in 1 Convertible,Intel Core i7,12,2TB HDD,Nvidia GeForce,Windows 10,2.3,6717622,141.0,0,1,2,0,0,0
776,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.5,18975845,141.0,0,0,0,0,0,0
777,Acer,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.8,5092217,157.0,1,0,0,0,0,0
779,Asus,Notebook,Other Intel Processor,8,128GB SSD,Intel HD,Windows 10,2.0,4659045,141.0,0,0,0,0,0,0
780,Dell,Gaming,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,28734354,127.0,1,0,1,0,0,0
781,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,18815675,127.0,1,0,1,0,0,0
782,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,1.47,14123792,157.0,1,0,0,0,0,0
783,Lenovo,Notebook,Other Intel Processor,8,1TB HDD,Intel HD,No OS,2.2,2634202,141.0,0,0,1,0,0,0
784,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.7,18407378,157.0,0,0,0,0,0,0
785,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.6,15140642,157.0,1,0,1,0,0,0
786,MSI,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,8719289,141.0,0,0,1,0,0,0
787,Lenovo,Gaming,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,7998707,141.0,1,0,1,0,0,0
788,Acer,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,18407378,127.0,1,0,1,0,0,0
789,Dell,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.62,7886588,141.0,0,0,0,0,0,0
790,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.24,10720957,141.0,0,0,1,0,0,0
792,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.37,15773176,166.0,1,1,0,0,0,0
793,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.08,7678368,141.0,0,1,0,0,0,0
795,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.42,18655506,157.0,1,1,0,0,0,0
796,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.63,2394037,157.0,0,0,0,0,0,32
797,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.95,6485421,141.0,0,0,0,0,0,0
799,Dell,Notebook,Intel Core i3,8,256GB SSD,AMD Radeon,Windows 10,2.0,5916954,141.0,0,0,0,0,0,0
800,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,3.14,16532951,141.0,0,0,0,0,0,0
801,Asus,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.37,8799374,141.0,0,0,0,0,0,0
802,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,12002042,166.0,0,0,0,0,0,0
803,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.06,14003709,141.0,0,1,0,0,0,0
804,Dell,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.63,5956952,190.0,0,0,0,0,0,0
805,HP,Netbook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,11121290,176.0,0,0,0,0,0,0
806,Toshiba,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,6245167,141.0,0,0,500,0,0,0
807,HP,Notebook,AMD A-Series,8,2TB HDD,AMD Radeon,Windows 10,2.04,5036203,141.0,0,0,2,0,0,0
808,Dell,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.62,13443207,141.0,0,0,0,0,0,0
809,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,4876034,141.0,0,0,1,0,0,0
810,HP,Gaming,Intel Core i7,12,1TB HDD,AMD Radeon,Windows 10,3.74,14003709,127.0,1,0,1,0,0,0
811,MSI,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,19336091,127.0,0,0,1,0,0,0
813,Dell,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,1.98,7694385,141.0,0,0,1,0,0,0
814,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.18,6323731,141.0,0,0,0,0,0,0
815,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.32,14884372,157.0,0,0,0,0,0,0
817,HP,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.23,3082586,190.0,0,0,0,0,0,16
818,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,20056853,127.0,1,0,1,0,0,0
819,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.76,6045000,157.0,0,0,500,0,0,0
820,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.1,3922445,141.0,0,0,500,0,0,0
821,Toshiba,Ultrabook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.25,8727253,157.0,0,0,0,0,0,0
822,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.13,20008712,157.0,1,0,0,0,0,0
823,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.4,9600041,141.0,0,0,0,0,0,0
824,Lenovo,Ultrabook,Intel Core i5,8,256GB Flash Storage,Intel HD,Windows 10,1.13,15012507,157.0,1,0,0,0,0,256
825,Toshiba,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.75,3995371,157.0,0,0,0,0,0,0
826,Asus,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,10873073,166.0,0,1,0,0,0,0
827,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.76,4683920,157.0,0,0,500,0,0,0
828,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.35,2842332,190.0,1,0,0,0,0,32
829,Acer,Notebook,Intel Core i3,8,128GB SSD,Intel HD,Windows 10,1.5,4956118,157.0,1,0,0,0,0,0
831,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,16806044,157.0,1,0,0,0,0,0
832,Asus,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Linux,2.1,4155451,141.0,0,0,1,0,0,0
833,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,9495886,157.0,0,0,0,0,0,0
834,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,13211006,157.0,1,0,0,0,0,0
835,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,22215558,141.0,0,0,1,0,0,0
836,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,19368125,127.0,0,0,1,0,0,0
837,Toshiba,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.0,5356452,141.0,0,0,500,0,0,0
838,Lenovo,Notebook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.5,2602168,157.0,0,0,0,0,0,16
839,Asus,Notebook,Intel Core i5,8,128GB HDD,Intel HD,Windows 10,2.3,4723918,141.0,0,0,128,0,0,0
840,Asus,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,14404043,127.0,0,0,1,0,0,0
841,Dell,Gaming,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,24603600,127.0,1,0,1,0,0,0
842,HP,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.63,7286088,127.0,0,0,1,0,0,0
843,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,2.18,5716698,141.0,0,0,0,0,0,0
844,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 7,1.54,14972509,157.0,0,0,0,0,0,0
845,Dell,Notebook,Intel Core i7,4,256GB SSD,AMD Radeon,Windows 10,2.18,5916954,141.0,0,0,0,0,0,0
846,HP,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.4,4924084,190.0,0,1,0,0,0,32
847,Asus,Ultrabook,Intel Core i5,8,512GB SSD,Nvidia GeForce,Windows 10,1.45,8214801,166.0,1,0,0,0,0,0
848,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.28,18231192,166.0,0,1,0,0,0,0
849,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.54,11753824,157.0,0,0,0,0,0,0
850,HP,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.86,2394037,141.0,0,0,0,0,0,0
851,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.1,15204710,141.0,0,0,1,0,0,0
852,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.83,6925752,127.0,0,0,1,0,0,0
853,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.96,15236654,157.0,1,0,0,0,0,0
854,Asus,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.3,6301271,141.0,1,0,0,0,0,0
855,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.9,7566339,141.0,0,0,0,0,0,0
856,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.0,3595038,141.0,0,0,1,0,0,0
857,HP,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.28,20489041,166.0,0,1,0,0,0,0
858,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,1.62,5196372,166.0,0,1,1,0,0,0
859,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,2.2,3755118,141.0,0,0,1,0,0,0
860,Lenovo,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.3,6810949,141.0,1,0,1,0,0,0
861,HP,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.84,10801041,141.0,0,0,0,0,0,0
862,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.05,10288589,166.0,0,0,0,0,0,0
863,Lenovo,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,No OS,2.5,8142769,141.0,1,0,1,0,0,0
864,Dell,Ultrabook,Intel Core i7,16,512GB SSD,Intel Iris,Windows 10,1.29,17934924,166.0,0,1,0,0,0,0
865,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.07,7286088,141.0,0,0,500,0,0,0
866,Toshiba,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,8767340,166.0,0,0,0,0,0,0
867,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.37,15613007,166.0,1,1,0,0,0,0
868,Acer,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.56,7222020,157.0,1,0,0,0,0,0
